Ship By,WO #,Combo #,Customer,Part,Description,Operation Sequence,Formula (Text),Operation Name,Manufacturing Work Center,Manufacturing Cost Template,Remaining Quantity,Completed Quantity,WO Quantity,Qty Completed,Status,1 to 1 Initiating Order,Machine,Hours Remaining
5/5/2026,12110512600WO,,Genie Industries : Terex Global GmbH - Southaven,62078GT-1001,"DECAL, COSMETIC, GENIE, S-65",1,Digital-3600,HP-18PASS-,Digital-3600,280-3600print,73,,73,0,Released,Sales Order #13654635DM,,12.7
5/29/2026,12110519032WO,,Genie Industries,1330495GT-1001 RevA,1330495GT-1002 RevA,1,Digital-3600,3600 LATEX 18 Pass,Digital-3600,280-3600print,324,54,378,54,In Process,Transfer Order #17149TO,,12.5
6/10/2026,12110521238WO,,Minnesota State Lottery,Scratch Ticket HP W/Jetbond 2024 AH-1625,July Games 2097-2099 CSDS,1,Digital-3600,HP 3600 LATEX 8 Pass,Digital-3600,280-3600print,7456,,7456,0,In Process,Sales Order #13656664DM,,95.5
6/18/2026,12110521526WO,,Genie Industries : Genie Industries - Moses Lake,1336804GT-1001,"DECAL, COSMETIC, S-60J, 1190 X 333 MM",2,Digital-3600,3600 LATEX 8 Pass,Digital-3600,280-3600print,28,,28,0,Released,Sales Order #13657864DM,,.1
6/29/2026,12110521657WO,,Genie Industries : Terex Global GmbH - Monterrey,1330666GT-1001,"DECAL, COSMETIC, GTH-1056, PARALLELOGRAM, ENGINE SIDE, 2290 X 526 MM",1,Digital-3600,HP-8PASS-,Digital-3600,280-3600print,63,,63,0,Released,Sales Order #13657479DM,,3.7
6/12/2026,12110521899WO,,"Federal Signal : Vactor Manufacturing, Inc.",511957-1161,"LOGO, 2100i 63x26.8",1,Digital-3600,HP-18PASS-,Digital-3600,280-3600print,34,,34,0,Released,Sales Order #13658017DM,,6.8
6/18/2026,12110522440WO,,Tennant North America,4032615-1695,"LABEL, LOGO, 16.9L 4Color [ec-H2O] 4032615 Rev02 LEGACY p/n: 1064440 Rev02",1,Digital-3600,HP 3600 LATEX 18 Pass,Digital-3600,280-3600print,105,,105,0,Released,Sales Order #13657420DM,,2.6
6/30/2026,12110522687WO,,Toro Company,147-2360-1700,HOC - Decal RevA,1,Digital-3600,HP 3600 LATEX 18 Pass,Digital-3600,280-3600print,900,,900,0,Released,,,8.2
6/29/2026,12110523068WO,,Genie Industries : Terex Global GmbH - Monterrey,1330716GT-1001,"DECAL, COSMETIC, GTH-636, PARALLELOGRAM, CAB SIDE, 1780 X 430 MM",2,Digital-3600,HP-8PASS-,Digital-3600,280-3600print,105,,105,0,Released,Sales Order #13657479DM,,3.9
6/10/2026,12110519189WO,,Kwik Trip,KT ATB2607 shelf talkers-1600,"4x4,0.010wrv,4/0,tfrtpe,diecut_w/crsrule,pkinkits",2,Digital-Indigo,IND_FLOOD-,Digital-Indigo,302-indigoflood,4376,,4376,0,In Process,,,2.2
5/27/2026,12110520091WO,,"JLG Industries, Inc. : Oshkosh Corporation Laredo DC",1001193390-1334,"DECAL, LUBRICATION CHART",3,Digital-Indigo,DIG_FLOOD-,Digital-Indigo,305-digitalflood,18,,18,0,Released,Sales Order #13656755DM,,.4
7/2/2026,12110520235WO,,Toro Company,9-2778-1700,Flow Label RevE,1,Digital-Indigo,Indigo Print,Digital-Indigo,301-indigoprint,2240,,2240,0,Released,,,.1
6/19/2026,12110520639WO,,"St. Croix Engineering, Inc.",1257365-1688,PAJ CO Tech Pendant Overlay R3-B Decal,2,Digital-Indigo,Indigo Print,Digital-Indigo,301-indigoprint,60,,60,0,In Process,Sales Order #13657527DM,,.2
6/25/2026,12110520964WO,,Kwik Trip,KT JUUL 2607 instruction sheets-1600,"8.5x11,60#ut,4/0,sqcut,pkinkits",1,Digital-Indigo,INDIGO-,Digital-Indigo,301-indigoprint,1280,,1280,0,Released,,,1
6/12/2026,12110521373WO,,Evoqua Water Technologies LLC -MC-IMA065,W3T573118 RevE-1550,"LABEL,CWP HOT WARNING, SHT/45",1,Digital-Indigo,INDIGO-,Digital-Indigo,301-indigoprint,54,,54,0,Released,Sales Order #13657808DM,,.2
7/27/2026,12110521918WO,,Toro Company : The Toro Company,164-1497-1700,Kits Hangtag RevA,1,Digital-Indigo,Indigo Print,Digital-Indigo,301-indigoprint,120,,120,0,Released,,,.3
6/25/2026,12110521956WO,,Taylor Corporation,99681-STK en (25/141) 1up-1732,QUESTION OR SERVICE STK,2,Digital-Indigo,INDIGO-,Digital-Indigo,301-indigoprint,9936,,9936,0,Released,Sales Order #13658036DM,,1
6/25/2026,12110521957WO,,Taylor Corporation,EQ90631-1732,CREW BATHROOM SCALE REMOVER,1,Digital-Indigo,The Indigo Digital Offset Printer,Digital-Indigo,301-indigoprint,728,,728,0,Released,Sales Order #13658036DM,,.3
6/25/2026,12110521960WO,,Taylor Corporation,EQ90718 (18/274)-1732,SUMA DIVERPAK OP-P6-ZERO PHOSO,1,Digital-Indigo,The Indigo Digital Offset Printer,Digital-Indigo,301-indigoprint,50,,50,0,Released,Sales Order #13658036DM,,.2
6/25/2026,12110521961WO,,Taylor Corporation,EQ90728 (18/270)-1732,TIMEMIZER DECRASER/SANITIZER,1,Digital-Indigo,The Indigo Digital Offset Printer,Digital-Indigo,301-indigoprint,30,,30,0,Released,Sales Order #13658036DM,,.2
6/25/2026,12110521964WO,,Taylor Corporation,EQ90752 6up-1732,SUMA BREAK UP SC D3.5 - 6/SHT,1,Digital-Indigo,INDIGO-,Digital-Indigo,301-indigoprint,29,,29,0,Released,Sales Order #13658036DM,,.2
6/25/2026,12110521967WO,,Taylor Corporation,EQ90776 6up-1732,SUMA LIGHT D1.2,1,Digital-Indigo,INDIGO-,Digital-Indigo,301-indigoprint,42,,42,0,Released,Sales Order #13658036DM,,.2
6/25/2026,12110521968WO,,Taylor Corporation,EQ90808 6up-1732,SUMA DIVERPAK,1,Digital-Indigo,INDIGO-,Digital-Indigo,301-indigoprint,26,,26,0,Released,Sales Order #13658036DM,,.2
6/25/2026,12110521969WO,,Taylor Corporation,EQ90907-6-1732,SUMA D-GREAZEE,1,Digital-Indigo,The Indigo Digital Offset Printer,Digital-Indigo,301-indigoprint,15,,15,0,Released,Sales Order #13658036DM,,.2
6/25/2026,12110521970WO,,Taylor Corporation,TAG90677 PERF-1732,CLAX DEOSOFT BREEZE CONC,1,Digital-Indigo,INDIGO-,Digital-Indigo,301-indigoprint,37,,37,0,Released,Sales Order #13658036DM,,.2
6/29/2026,12110522128WO,,Kwik Trip,KT on! 2607 PLUS 5.25x7.25 wobbler-1600,"5.25x7.25,0.010wrv,4/0,tapeFRONT,diecut,pkginkits",1,Digital-Indigo,INDIGO-PDF Proof NeededComputer Time in Art DepartmentReady ScreenClearScreens,Digital-Indigo,301-indigoprint,1100,,1100,0,Released,,,2.6
6/29/2026,12110522128WO,,Kwik Trip,KT on! 2607 PLUS 5.25x7.25 wobbler-1600,"5.25x7.25,0.010wrv,4/0,tapeFRONT,diecut,pkginkits",2,Digital-Indigo,IND_SPOTCO-,Digital-Indigo,304-indigospot,1100,,1100,0,Released,,,1.9
7/3/2026,12110522142WO,,Toro Company,147-7364-1700,Hitch Decal RevB,2,Digital-Indigo,The Indigo Digital Offset Printer,Digital-Indigo,301-indigoprint,2520,,2520,0,Released,,,.2
6/26/2026,12110522214WO,,Toro Company,140-5237-1700,MVP Label RevA,1,Digital-Indigo,Indigo Print,Digital-Indigo,301-indigoprint,100,,100,0,Released,,,.1
7/3/2026,12110522215WO,,Toro Company,139-3765-1700,MVP Label RevA,1,Digital-Indigo,Indigo Print,Digital-Indigo,301-indigoprint,200,,200,0,Released,,,.1
6/23/2026,12110522235WO,,"Toyota Material Handling, USA, Inc. : Toyota Industrial Equipment",57813-U2230-71-1019,"LABEL, REPLACEMENT PART",1,Digital-Indigo,Indigo Print,Digital-Indigo,301-indigoprint,2000,,2000,0,Released,,,.3
6/9/2026,12110522660WO,,Ridge Tool Company : Emerson Electric Co: Emerson Professional Tools Mfg LLC,52092233-1318,"Tag, Printed (FTXS-100W)",1,Digital-Indigo,The Indigo Digital Offset Printer,Digital-Indigo,301-indigoprint,840,,840,0,Released,Sales Order #13654759DM,,.2
6/12/2026,12110522724WO,,Kwik Trip,KT bean to cup FLVRS  752135-1600,752135 Hopper Decals,1,Digital-Indigo,The Indigo Digital Offset Printer,Digital-Indigo,301-indigoprint,50,,50,0,Released,,,.2
6/29/2026,12110522749WO,,Veeco,1263517-1680,"CARD, INSTRUCTION, CRUCIBLE INSTALLATION",1,Digital-Indigo,The Indigo Digital Offset Printer,Digital-Indigo,301-indigoprint,176,,176,0,Released,Sales Order #13658240DM,,.2
6/25/2026,12110523069WO,,Taylor Corporation,EQ90634 6up-1732,GLANCE HC 1,1,Digital-Indigo,The Indigo Digital Offset Printer,Digital-Indigo,301-indigoprint,52,,52,0,Released,Sales Order #13658036DM,,.2
7/2/2026,12110523072WO,,"Source Engineering & Manufacturing, LLC",1297030 RevA-1684,"LABEL, INSERT, Eurotherm, 3508",1,Digital-Indigo,INDIGO-,Digital-Indigo,301-indigoprint,27,,27,0,Released,Sales Order #13657681DM,,.1
7/2/2026,12110523072WO,,"Source Engineering & Manufacturing, LLC",1297030 RevA-1684,"LABEL, INSERT, Eurotherm, 3508",2,Digital-Indigo,IND_FLOOD-,Digital-Indigo,302-indigoflood,27,,27,0,Released,Sales Order #13657681DM,,.4
7/6/2026,12110523104WO,,TEL Manufacturing and Engineering,UG09-000236-12RevA-1694,"LABEL,SUB-ASSY WEIGHT, UT+",1,Digital-Indigo,The Indigo Digital Offset Printer,Digital-Indigo,301-indigoprint,9,,9,0,Released,Sales Order #13658163DM,,.2
5/25/2026,12110516299WO,,Toro Company,161-5222-1700,"Reflector, Front Decal RevA",2,Digital-R2000,R2 Print Dots and Score Lines for Cutting,Digital-R2000,269-R2000print,1400,,1400,0,Released,,,.3
6/9/2026,12110516492WO,,Toro Company : The Toro Company,164-3326-1700,Timecutter [White on Black] Decal RevA,3,Digital-R2000,R2 31 Pass White Flood,Digital-R2000,269-R2000print,1650,,1650,0,In Process,,,4.7
6/8/2026,12110517203WO,,Zero-Max,500-16-01-1727,"LABEL, ZERO-MAX/HELLAND",2,Digital-R2000,R2000 LATEX 6 Pass,Digital-R2000,269-R2000print,384,,384,0,In Process,Sales Order #13656517DM,,.3
6/10/2026,12110517272WO,,LAARS Heating Systems Company DBA Electro Industries,UAI471-1473,BOX LABEL - TC-KTSE-1 - PSP,2,Digital-R2000,"HP R2000 LATEX SETUP TIME, HP R2000 LATEX 12 Pass",Digital-R2000,269-R2000print,244,,244,0,In Process,Sales Order #13656190DM,,.6
6/23/2026,12110517656WO,,Toro Company,146-7402-1700,NVS749AKC48000 Hangtag RevA,1,Digital-R2000,R2 6 Pass Printing,Digital-R2000,269-R2000print,128,,128,0,Released,,,.5
6/8/2026,12110517709WO,,Central Boiler : WoodMaster/ALTOZ RLF,7001333-1203,Central Boiler 7001333,2,Digital-R2000,R2_SETUP-R2_PASS-,Digital-R2000,269-R2000print,54,,54,0,Released,Sales Order #13656815DM,,.6
6/12/2026,12110518015WO,,"Power Systems, LLC",PS-VA2399-L1-1652,Label,2,Digital-R2000,R2_SETUP-R2_PASS-,Digital-R2000,269-R2000print,1050,,1050,0,In Process,Sales Order #13656907DM,,.4
6/11/2026,12110518154WO,,Tennant North America,4211380-1695,"LABEL, WARNING Legacy p/n: 1261613 Rev00",2,Digital-R2000,R2_6PASS-R2_FLOODW-,Digital-R2000,269-R2000print,336,,336,0,In Process,Sales Order #13656821DM,,.1
6/10/2026,12110519312WO,,"JLG Industries, Inc. : JLG Warehouse 925",1706306-REV1-1334,"DECAL,TIPOVER WARNING RevA",2,Digital-R2000,"HP R2000 LATEX SETUP TIME, HP R2000 LATEX # OF PASSES",Digital-R2000,269-R2000print,105,,105,0,Released,Sales Order #13657157DM,,1.7
6/16/2026,12110519328WO,,"JLG Industries, Inc. : JLG Warehouse 222",1702387-1334,"DECAL, PLATFORM DISPLAY (DUAL CAPACITY)",2,Digital-R2000,R2_SETUP-R2_PASS-,Digital-R2000,269-R2000print,1050,,1050,0,In Process,Sales Order #13657198DM,,3
6/18/2026,12110519458WO,,Axon Enterprise Inc.,MLB0450-1502,"WEEE LOGO, SUPPLEMENTARY - Decal Sheets of 46",2,Digital-R2000,"R2000 LATEX SETUP, R2000 LATEX PASS",Digital-R2000,269-R2000print,3961,,3961,0,Released,Sales Order #13657129DM,,.3
6/16/2026,12110519519WO,,Kwik Trip,KT 2-way GRIZZ 11x8.5 window decals-1600,"11x8.5,remoclrvnyl,4/4,diff,barrflm,icut,pkginkit",3,Digital-R2000,R2_SETUP-R2_PASS-,Digital-R2000,269-R2000print,828,828,1656,0,In Process,,,4.6
6/19/2026,12110519775WO,,LAARS Heating Systems Company DBA Electro Industries,UAI456A-1473,DECAL PSP KTSE-1 TRANSFER SWITCH EXPANDER - TOP,2,Digital-R2000,R2_SETUP-R2_PASS-,Digital-R2000,269-R2000print,1080,,1080,0,Released,Sales Order #13657104DM,,.3
6/19/2026,12110519776WO,,LAARS Heating Systems Company DBA Electro Industries,UAI465-1473,KGC-1 Two Wire Start Converter decal sheet,2,Digital-R2000,R2_SETUP-R2_12PASS-,Digital-R2000,269-R2000print,624,,624,0,Released,Sales Order #13657104DM,,.4
6/19/2026,12110519777WO,,LAARS Heating Systems Company DBA Electro Industries,UAI471-1473,BOX LABEL - TC-KTSE-1 - PSP,2,Digital-R2000,R2_SETUP-R2_12PASS-,Digital-R2000,269-R2000print,1092,,1092,0,Released,Sales Order #13657104DM,,1
6/19/2026,12110519778WO,,LAARS Heating Systems Company DBA Electro Industries,UAI468-1473,KTWS-1 Two Wire Start Converter decal sheet,2,Digital-R2000,R2_SETUP-R2_12PASS-,Digital-R2000,269-R2000print,162,,162,0,Released,Sales Order #13657104DM,,.6
6/19/2026,12110519779WO,,LAARS Heating Systems Company DBA Electro Industries,UAI457-1473,DECAL PSP KTSE-1 TRANSFER SWITCH EXPANDER - SIDE,2,Digital-R2000,R2_SETUP-R2_PASS-,Digital-R2000,269-R2000print,1170,,1170,0,In Process,Sales Order #13657104DM,,.3
6/19/2026,12110519780WO,,LAARS Heating Systems Company DBA Electro Industries,UAI466-1473,KFC-1 Transfer Switch Converter decal sheet,2,Digital-R2000,R2_SETUP-R2_12PASS-,Digital-R2000,269-R2000print,648,,648,0,Released,Sales Order #13657104DM,,.6
6/19/2026,12110519782WO,,LAARS Heating Systems Company DBA Electro Industries,UAI442RevB-1473,Maximum Rating Per Contactor 100A@300VAC,2,Digital-R2000,R2_SETUP-R2_PASS-,Digital-R2000,269-R2000print,288,,288,0,Released,Sales Order #13657104DM,,.3
6/8/2026,12110519807WO,,Tennant North America,4205366-1695,"LABEL, DOCK, INPUT [36V 1200W NA] 4205366 Rev00 LEGACY p/n: 1274910 Rev00",2,Digital-R2000,R2_SETUP-R2_PASS-,Digital-R2000,269-R2000print,70,,70,0,In Process,Sales Order #13657242DM,,.6
3/17/2026,12110519826WO,,Shellback Semiconductor Technology,SB200-1036-1681,"LABEL SHEET - TORRENT, SINGLE SST",2,Digital-R2000,R2_SETUP-R2_PASS-,Digital-R2000,269-R2000print,6,,6,0,Released,Sales Order #13651349DM,,.5
6/17/2026,12110519889WO,,"Metalcraft of Mayville, WI, Inc.",487175-02-1610,"A-DECAL, ROPS SERIAL NO - SPZ Rev01",2,Digital-R2000,"R2000 LATEX SETUP, R2000 LATEX PASS",Digital-R2000,269-R2000print,960,,960,0,Released,Sales Order #13657405DM,,.4
6/11/2026,12110519911WO,,"Endries International, Inc.",95590-1548,"DECAL, INSTRUCTION, TILT HCH",2,Digital-R2000,R2_SETUP-R2_PASS-,Digital-R2000,269-R2000print,53,,53,0,In Process,Sales Order #13657350DM,,.3
6/10/2026,12110520024WO,,"JLG Industries, Inc. : JLG Warehouse 222",91573025-1334,JLG CAPACITY CHART MODEL G10-55A,2,Digital-R2000,R2_SETUP-R2_PASS-,Digital-R2000,269-R2000print,24,,24,0,In Process,Sales Order #13656859DM,,.6
7/2/2026,12110520058WO,,Toro Company,139-9932-1700,POS [60V] Hang Tag RevA,1,Digital-R2000,"R2000 LATEX SETUP, R2000 LATEX PASS",Digital-R2000,269-R2000print,1500,,1500,0,Released,,,19.2
5/27/2026,12110520091WO,,"JLG Industries, Inc. : Oshkosh Corporation Laredo DC",1001193390-1334,"DECAL, LUBRICATION CHART",2,Digital-R2000,R2_SETUP-R2_PASS-,Digital-R2000,269-R2000print,18,,18,0,Released,Sales Order #13656755DM,,.5
6/26/2026,12110520092WO,,Toro Company,148-1098-1700,"Control Panel [RT/SRT, EFI] Decal RevA",1,Digital-R2000,R2 12 Pass Printing,Digital-R2000,269-R2000print,315,,315,0,Released,,,1.1
6/12/2026,12110520223WO,,Veeco,312023RevA-1716,"LABEL, PREP UTILITIES PANEL, GEN20",3,Digital-R2000,R2_SETUP-R2_PASS-,Digital-R2000,269-R2000print,8,,8,0,Released,Sales Order #13657488DM,,.3
6/13/2026,12110520493WO,,Genie Industries,1261896GT-1001,LOAD CARD - GTH-844 4,2,Digital-R2000,"HP R2000 LATEX SETUP TIME, HP R2000 LATEX # OF PASSES",Digital-R2000,269-R2000print,336,,336,0,In Process,,,.8
6/23/2026,12110520495WO,,Wagner Spray Tech Corporation,290076-1472,"LABEL, LOGO, TITAN POWRLINER",2,Digital-R2000,R2_SETUP-R2_PASS-,Digital-R2000,269-R2000print,38,,38,0,Released,Sales Order #13654180DM,,.3
6/24/2026,12110520544WO,,Wagner Spray Tech Corporation,2442527-1722,"HANG TAG, IMPACT X RevB",2,Digital-R2000,"HP R2000 LATEX SETUP TIME, HP R2000 LATEX # OF PASSES",Digital-R2000,269-R2000print,5154,,5154,0,Released,Sales Order #13656911DM,,31.4
6/24/2026,12110520545WO,,"Continental Machine, Inc.",1008682 400Sonly-1526,DECAL 400s,2,Digital-R2000,"R2000 LATEX SETUP, R2000 LATEX PASS",Digital-R2000,269-R2000print,71,,71,0,Released,Sales Order #13657294DM,,.3
6/24/2026,12110520546WO,,Wagner Spray Tech Corporation,2451758-1722,"HANG TAG, S3, PS UNITS",2,Digital-R2000,"HP R2000 LATEX SETUP TIME, HP R2000 LATEX # OF PASSES",Digital-R2000,269-R2000print,158,,158,0,Released,Sales Order #13657351DM,,1.3
6/24/2026,12110520547WO,,IPG Photonics Corporation,CMMIXXX0003927PXRev1-1584,"DECAL,SYS 2500",2,Digital-R2000,"R2000 LATEX SETUP, R2000 LATEX PASS",Digital-R2000,269-R2000print,5,,5,0,Released,Sales Order #13657500DM,,.3
6/24/2026,12110520548WO,,IPG Photonics Corporation,CMMIXXX0003925PX-1584,"DECAL, HMI, 630 mm x 185 mm",2,Digital-R2000,R2000 LATEX Flood White,Digital-R2000,269-R2000print,6,,6,0,Released,Sales Order #13657500DM,,0
6/24/2026,12110520549WO,,IPG Photonics Corporation,CMUS0021778XXXXU Rev1-1584,"OVERLAY, DECAL, 3000 HMI BUTTONS",2,Digital-R2000,"R2000 LATEX SETUP, R2000 LATEX PASS",Digital-R2000,269-R2000print,4,,4,0,Released,Sales Order #13657500DM,,.3
6/25/2026,12110520580WO,,Genie Industries : Terex Global GmbH - Monterrey,1257760GT-1001,"CARD, LOAD RNG, GTH636 ROT, OS ITEM",2,Digital-R2000,R2_SETUP-R2_PASS-,Digital-R2000,269-R2000print,120,,120,0,Released,Sales Order #13657536DM,,.9
6/24/2026,12110520770WO,,LAARS Heating Systems Company DBA Electro Industries,UAS727-1473,"DECAL ""GROUND"" WITH TORQUE REQ",2,Digital-R2000,"HP R2000 LATEX SETUP TIME, HP R2000 LATEX # OF PASSES",Digital-R2000,269-R2000print,113,,113,0,Released,Sales Order #13657640DM,,.3
6/24/2026,12110520771WO,,LAARS Heating Systems Company DBA Electro Industries,UAS401-1473,DECAL LOAD SHED WARNING HAZ VOLTAGE UL 445LSE-O,2,Digital-R2000,R2_SETUP-R2_6PASS-,Digital-R2000,269-R2000print,465,,465,0,Released,Sales Order #13657640DM,,.3
6/24/2026,12110520772WO,,LAARS Heating Systems Company DBA Electro Industries,UAI442RevB-1473,Maximum Rating Per Contactor 100A@300VAC,2,Digital-R2000,R2_SETUP-R2_PASS-,Digital-R2000,269-R2000print,228,,228,0,Released,Sales Order #13657640DM,,.3
6/24/2026,12110520774WO,,LAARS Heating Systems Company DBA Electro Industries,UAI468-1473,KTWS-1 Two Wire Start Converter decal sheet,2,Digital-R2000,R2_SETUP-R2_12PASS-,Digital-R2000,269-R2000print,243,,243,0,Released,Sales Order #13657640DM,,.6
6/24/2026,12110520775WO,,LAARS Heating Systems Company DBA Electro Industries,UAI465-1473,KGC-1 Two Wire Start Converter decal sheet,2,Digital-R2000,R2_SETUP-R2_12PASS-,Digital-R2000,269-R2000print,780,,780,0,Released,Sales Order #13657640DM,,.5
6/24/2026,12110520777WO,,LAARS Heating Systems Company DBA Electro Industries,UAI471-1473,BOX LABEL - TC-KTSE-1 - PSP,2,Digital-R2000,R2_SETUP-R2_12PASS-,Digital-R2000,269-R2000print,1092,,1092,0,Released,Sales Order #13657640DM,,1
6/24/2026,12110520778WO,,LAARS Heating Systems Company DBA Electro Industries,UAI457-1473,DECAL PSP KTSE-1 TRANSFER SWITCH EXPANDER - SIDE,2,Digital-R2000,R2_SETUP-R2_PASS-,Digital-R2000,269-R2000print,998,,998,0,Released,Sales Order #13657640DM,,.3
6/24/2026,12110520779WO,,LAARS Heating Systems Company DBA Electro Industries,UAI466-1473,KFC-1 Transfer Switch Converter decal sheet,2,Digital-R2000,R2_SETUP-R2_12PASS-,Digital-R2000,269-R2000print,648,,648,0,Released,Sales Order #13657640DM,,.6
6/24/2026,12110520780WO,,LAARS Heating Systems Company DBA Electro Industries,UAI456A-1473,DECAL PSP KTSE-1 TRANSFER SWITCH EXPANDER - TOP,2,Digital-R2000,R2_SETUP-R2_PASS-,Digital-R2000,269-R2000print,1080,,1080,0,Released,Sales Order #13657640DM,,.3
6/9/2026,12110520737WO,,Toro Company,164-3328-1700,"Timecutter, MyRide Decal RevA",3,Digital-R2000,R2 31 Pass White Flood,Digital-R2000,269-R2000print,288,,288,0,In Process,,,.5
6/11/2026,12110520740WO,,Toro Company,140-3669-1700,TAG-HANG POS Snowmaster 724QXE Hang Tag RevA,1,Digital-R2000,R2 Printing,Digital-R2000,269-R2000print,600,,600,0,Released,,,2.3
7/6/2026,12110520744WO,,Toro Company,147-6868-1700,HangTag TX1000 Turbo Filter Kits RevA,1,Digital-R2000,"R2000 LATEX SETUP, R2000 LATEX PASS",Digital-R2000,269-R2000print,540,,540,0,Released,,,1.2
7/9/2026,12110520746WO,,Toro Company,139-9930-1700,TAG-HANG POS [PowerClear 721E] Hang Tag RevA,2,Digital-R2000,"R2000 LATEX SETUP, R2000 LATEX PASS",Digital-R2000,269-R2000print,12000,,12000,0,Released,,,32.4
6/23/2026,12110520747WO,,Toro Company,146-4915-1700,RDS691GKA523A3 Hangtag RevA,1,Digital-R2000,R2 6 Pass Printing,Digital-R2000,269-R2000print,1600,,1600,0,Released,,,3.2
6/23/2026,12110520748WO,,Toro Company,146-5031-1700,ZSL3620 Hangtag RevA,1,Digital-R2000,R2 6 Pass Printing,Digital-R2000,269-R2000print,160,,160,0,Released,,,.5
6/30/2026,12110520749WO,,Toro Company,146-4641-1700,LRX850GKA606Q1 Hangtag RevA,1,Digital-R2000,R2 6 Pass Printing,Digital-R2000,269-R2000print,640,,640,0,Released,,,1.4
7/7/2026,12110520752WO,,Toro Company,146-3859-1700,LRX820AKA606Q1 Hangtag RevA,1,Digital-R2000,R2 6 Pass Printing,Digital-R2000,269-R2000print,320,,320,0,Released,,,.8
6/11/2026,12110520783WO,,Toro Company,114-8985-1700,"Control, Power Shovel Decal RevB",2,Digital-R2000,R2 12 Pass Printing,Digital-R2000,269-R2000print,2750,,2750,0,Released,,,.6
6/18/2026,12110520812WO,,Evoqua Water Technologies LLC -MC-IMA065,W3T572610RevC-1550,CARBON TANK DATA LABEL;REF WTLABCARBDATA,2,Digital-R2000,"HP R2000 LATEX SETUP TIME, HP R2000 LATEX # OF PASSES",Digital-R2000,269-R2000print,192,,192,0,Released,Sales Order #13657655DM,,.4
6/16/2026,12110520814WO,,"JLG Industries, Inc.",1001122384-1334,"DECAL, LIGHT PANEL (PLATFORM)",2,Digital-R2000,R2_SETUP-R2_PASS-,Digital-R2000,269-R2000print,317,,317,0,In Process,,,1.1
6/26/2026,12110520871WO,,Tennant North America,4032428-1695,"LABEL SHEET, OPERATIONAL [T500/E/SS500] 4032428 Rev00 LEGACY p/n: 1259659 Rev00",2,Digital-R2000,r2000,Digital-R2000,269-R2000print,137,,137,0,Released,Sales Order #13657532DM,,7.4
6/26/2026,12110520906WO,,"JLG Industries, Inc. : JLG Warehouse 222",1001173529-1334,"DECAL, PLATFORM DISPLAY (DUAL CAPACITY)",2,Digital-R2000,R2_SETUP-R2_PASS-,Digital-R2000,269-R2000print,8,,8,0,Released,Sales Order #13657614DM,,.3
6/18/2026,12110520919WO,,Tennant North America,4226003-1695,"LABEL, SHEET, INFO/HZRD [NA] 4226003 Rev03 LEGACY p/n: 1220962 Rev03",2,Digital-R2000,R2000 Print,Digital-R2000,269-R2000print,1050,,1050,0,Released,Sales Order #13657440DM,,7.2
6/22/2026,12110520920WO,,"JLG Industries, Inc. : JLG Warehouse 1",1706306-REV1-1334,"DECAL,TIPOVER WARNING RevA",2,Digital-R2000,"HP R2000 LATEX SETUP TIME, HP R2000 LATEX # OF PASSES",Digital-R2000,269-R2000print,210,,210,0,Released,Sales Order #13657546DM,,3.1
6/24/2026,12110520923WO,,LAARS Heating Systems Company DBA Electro Industries,UAW431-Rev1-1473,WIRING DECAL EMB-R*/M* BLK/WHT w/FRENCH RevD,2,Digital-R2000,"HP R2000 LATEX SETUP TIME, HP R2000 LATEX # OF PASSES",Digital-R2000,269-R2000print,264,,264,0,Released,Sales Order #13657529DM,,.4
6/25/2026,12110520966WO,,Kwik Trip,KT JUUL 2607 11x3 backlit graphics-1600,"11x3,0.015trnswhtpp,4/0,bkltopcty,sqcut,pkginkits",3,Digital-R2000,R2_SETUP-R2_PASS-,Digital-R2000,269-R2000print,3135,,3135,0,Released,,,12.3
